what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1380292001903
error,log,,,"CPU module not set.",1380292001909
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380292001915
error,log,,,"CPU architecture type not set. ",1380292001922
error,log,,,"CPU master group not set.",1380292001928
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292001935
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292001942
started,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1380292001972
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002061
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002067
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002103
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002108
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292002125
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002730
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002736
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002769
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002776
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002796
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002803
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002832
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002838
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002858
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002864
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002894
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292002900
