what,kind,bundleId,bundleVersion,description,time
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292011960
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292011968
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292011986
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292011993
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012033
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012039
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012054
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012060
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012091
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012097
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012111
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012117
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012147
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012153
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012167
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012173
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012204
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012210
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012224
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012230
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012261
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1380292012267
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292015016
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380292015022
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380292032551
