what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1380298046809
error,log,,,"CPU module not set.",1380298046816
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380298046823
error,log,,,"CPU architecture type not set. ",1380298046829
error,log,,,"CPU master group not set.",1380298046836
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380298046924
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380298050550
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380298057339
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380298100791
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380298194230
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380298199755
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380298203695
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298203976
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298347049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298350955
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298431228
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380298432692
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298492148
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298493458
error,log,,,"SOPC design not set.",1380298493505
error,log,,,"CPU module not set.",1380298493514
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380298493523
error,log,,,"CPU architecture type not set. ",1380298493532
error,log,,,"CPU master group not set.",1380298493544
error,log,,,"SOPC design not set.",1380298493608
