what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1380298493616
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380298493624
error,log,,,"CPU architecture type not set. ",1380298493633
error,log,,,"CPU master group not set.",1380298493641
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380298493720
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380298497346
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380298503982
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380298614196
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1380298620293
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1380298621166
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298621810
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298732149
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298737806
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298738846
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380298738996
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1380298739506
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1380298739516
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1380298739546
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1380298739546
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1380298739636
error,log,,,"An exception occurred while dispatching debug events.",1380298739646
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1380298740546
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1380298740546
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1380298740546
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1380298740546
