what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1380296771097
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380296773047
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380296774417
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380296790037
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380296875564
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297129918
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297132108
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297139806
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380297279916
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380297290576
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380297296396
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297296676
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297434741
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297444851
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297504771
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380297506281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297566191
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380297567331
error,log,,,"SOPC design not set.",1380297567401
error,log,,,"CPU module not set.",1380297567411
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380297567421
error,log,,,"CPU architecture type not set. ",1380297567441
error,log,,,"CPU master group not set.",1380297567451
error,log,,,"SOPC design not set.",1380297567481
error,log,,,"CPU module not set.",1380297567491
