what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"14.0-b16",1380292723441
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292732511
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292758051
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1380292763151
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380292763211
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292763661
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292943701
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292944281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292945271
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380292945341
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1380292945561
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1380292945571
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1380292945701
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1380292945701
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1380292945711
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1380292945711
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1380292945711
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1380292945711
stopped,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1380292945711
stopped,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1380292945711
stopped,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1380292945711
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1380292945711
stopped,bundle,org.eclipse.cdt.dsf.gdb,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb",1380292945711
stopped,bundle,org.eclipse.cdt.dsf,2.0.0.200909110608,"org.eclipse.cdt.dsf",1380292945711
stopped,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1380292945711
